,Player,Pos,gameweek,pWAS,ww_pWAS,WAR
100,Luke Shaw,D,6,-0.023083333333333345,-0.02723333333333333,0.004149999999999987
33,Harry Kane,F,6,0.009616666666666681,0.0056666666666666905,0.003949999999999991
91,Pablo Fornals,M,6,-0.019816666666666687,-0.02345000000000001,0.0036333333333333218
99,Conor Gallagher,M,6,-0.020133333333333336,-0.02345000000000001,0.0033166666666666726
101,Darnell Furlong,D,6,-0.024099999999999993,-0.02723333333333333,0.0031333333333333387
97,Scott McTominay,M,6,-0.021083333333333343,-0.02345000000000001,0.0023666666666666662
38,Son Heung-Min,F,6,0.0074999999999999884,0.0056666666666666905,0.001833333333333298
96,Ruben Neves,M,6,-0.021699999999999997,-0.02345000000000001,0.001750000000000012
111,Charlie Taylor,D,6,-0.030450000000000015,-0.02723333333333333,-0.0032166666666666836
103,Johann Gudmundsson,M,6,-0.027416666666666662,-0.02345000000000001,-0.003966666666666653
104,Ben Osborn,M,6,-0.027916666666666683,-0.02345000000000001,-0.004466666666666674
102,Leandro Trossard,M,6,-0.02815000000000001,-0.02345000000000001,-0.004699999999999999
110,Ilkay Gundogan,M,6,-0.03308333333333332,-0.02345000000000001,-0.00963333333333331
113,Andrew Robertson,D,6,-0.03806666666666667,-0.02723333333333333,-0.01083333333333334
107,Solly March,M,6,-0.03470000000000001,-0.02345000000000001,-0.01125
108,Miguel Almiron,M,6,-0.03473333333333332,-0.02345000000000001,-0.011283333333333308
112,Moussa Sissoko,M,6,-0.03523333333333334,-0.02345000000000001,-0.01178333333333333
105,Jack Grealish,M,6,-0.03530000000000002,-0.02345000000000001,-0.01185000000000001
109,Allan,M,6,-0.03648333333333333,-0.02345000000000001,-0.013033333333333324
116,Ola Aina,D,6,-0.04128333333333334,-0.02723333333333333,-0.014050000000000007
56,Callum Wilson,F,6,-0.01146666666666668,0.0056666666666666905,-0.017133333333333372
57,Ollie Watkins,F,6,-0.011750000000000002,0.0056666666666666905,-0.01741666666666669
117,Mario Lemina,M,6,-0.04243333333333332,-0.02345000000000001,-0.018983333333333314
115,Georginio Wijnaldum,M,6,-0.04251666666666668,-0.02345000000000001,-0.019066666666666673
114,Matheus Pereira,M,6,-0.04264999999999999,-0.02345000000000001,-0.019199999999999978
119,Hector Bellerin,D,6,-0.047599999999999996,-0.02723333333333333,-0.020366666666666665
124,Ruben Dias,D,6,-0.047749999999999994,-0.02723333333333333,-0.020516666666666662
121,Trezeguet,M,6,-0.046433333333333326,-0.02345000000000001,-0.022983333333333317
120,N'Golo Kante,M,6,-0.046633333333333325,-0.02345000000000001,-0.023183333333333316
122,Pierre-Emile Hojbjerg,M,6,-0.04666666666666667,-0.02345000000000001,-0.02321666666666666
118,Harvey Barnes,M,6,-0.04846666666666666,-0.02345000000000001,-0.02501666666666665
137,John Egan,D,6,-0.05508333333333334,-0.02723333333333333,-0.027850000000000007
128,Jeff Hendrick,M,6,-0.05230000000000001,-0.02345000000000001,-0.028850000000000004
127,Thomas Partey,M,6,-0.052700000000000004,-0.02345000000000001,-0.029249999999999995
129,Yves Bissouma,M,6,-0.053799999999999994,-0.02345000000000001,-0.030349999999999985
130,Nampalys Mendy,M,6,-0.054666666666666676,-0.02345000000000001,-0.031216666666666667
126,Tomas Soucek,M,6,-0.05491666666666669,-0.02345000000000001,-0.031466666666666684
139,Eric Garcia,D,6,-0.05883333333333333,-0.02723333333333333,-0.031599999999999996
125,Dwight McNeil,M,6,-0.055066666666666673,-0.02345000000000001,-0.03161666666666667
138,Jamal Lewis,D,6,-0.05903333333333333,-0.02723333333333333,-0.031799999999999995
63,Riyad Mahrez,F,6,-0.026266666666666678,0.0056666666666666905,-0.03193333333333337
142,Branislav Ivanovic,D,6,-0.06011666666666667,-0.02723333333333333,-0.03288333333333334
136,Arthur Masuaku,D,6,-0.06021666666666666,-0.02723333333333333,-0.03298333333333333
134,Jorginho,M,6,-0.05841666666666667,-0.02345000000000001,-0.03496666666666666
140,Gabriel Magalhaes,D,6,-0.062416666666666676,-0.02723333333333333,-0.035183333333333344
141,Tyrick Mitchell,D,6,-0.06316666666666669,-0.02723333333333333,-0.03593333333333336
69,Pedro Neto,F,6,-0.03161666666666668,0.0056666666666666905,-0.03728333333333337
135,Dennis Praet,M,6,-0.06165,-0.02345000000000001,-0.0382
143,Chris Basham,D,6,-0.06571666666666666,-0.02723333333333333,-0.03848333333333333
145,Yerry Mina,D,6,-0.06648333333333332,-0.02723333333333333,-0.03924999999999999
144,Tariq Lamptey,D,6,-0.06926666666666666,-0.02723333333333333,-0.042033333333333325
151,Semi Ajayi,D,6,-0.07313333333333333,-0.02723333333333333,-0.045899999999999996
146,Bernardo Silva,M,6,-0.06949999999999999,-0.02345000000000001,-0.04604999999999998
147,Luka Milivojevic,M,6,-0.06980000000000001,-0.02345000000000001,-0.04635
152,Joel Veltman,D,6,-0.07444999999999997,-0.02723333333333333,-0.04721666666666664
150,Enda Stevens,D,6,-0.07463333333333333,-0.02723333333333333,-0.0474
79,Chris Wood,F,6,-0.04235,0.0056666666666666905,-0.04801666666666669
154,Michael Keane,D,6,-0.07546666666666668,-0.02723333333333333,-0.04823333333333335
148,Fred,M,6,-0.07183333333333332,-0.02345000000000001,-0.048383333333333306
158,Fabian Balbuena,D,6,-0.07596666666666668,-0.02723333333333333,-0.04873333333333335
149,Matthew Cash,D,6,-0.07615,-0.02723333333333333,-0.048916666666666664
155,Aaron Cresswell,D,6,-0.07656666666666667,-0.02723333333333333,-0.04933333333333334
162,Jamaal Lascelles,D,6,-0.07884999999999999,-0.02723333333333333,-0.05161666666666666
159,Conor Coady,D,6,-0.07941666666666668,-0.02723333333333333,-0.052183333333333345
160,Adam Webster,D,6,-0.081,-0.02723333333333333,-0.05376666666666667
161,Angelo Ogbonna,D,6,-0.08101666666666667,-0.02723333333333333,-0.053783333333333336
153,James Maddison,M,6,-0.078,-0.02345000000000001,-0.05454999999999999
157,Ruben Loftus-Cheek,M,6,-0.07906666666666667,-0.02345000000000001,-0.05561666666666666
156,Grady Diangana,M,6,-0.07965,-0.02345000000000001,-0.056199999999999986
167,Cheikhou Kouyate,M,6,-0.08256666666666668,-0.02345000000000001,-0.059116666666666665
168,Scott Dann,D,6,-0.08668333333333332,-0.02723333333333333,-0.05944999999999999
89,Ademola Lookman,F,6,-0.05413333333333333,0.0056666666666666905,-0.05980000000000002
83,Aleksandar Mitrovic,F,6,-0.05419999999999999,0.0056666666666666905,-0.05986666666666668
164,John McGinn,M,6,-0.08481666666666665,-0.02345000000000001,-0.06136666666666664
165,Jarrod Bowen,M,6,-0.08488333333333335,-0.02345000000000001,-0.06143333333333334
170,Maximilian Kilman,D,6,-0.08926666666666666,-0.02723333333333333,-0.06203333333333333
172,Kevin Long,D,6,-0.09096666666666665,-0.02723333333333333,-0.06373333333333332
166,Ryan Fraser,M,6,-0.08729999999999999,-0.02345000000000001,-0.06384999999999998
173,Tosin Adarabioyo,D,6,-0.09223333333333332,-0.02723333333333333,-0.06499999999999999
171,John Lundstram,M,6,-0.08861666666666666,-0.02345000000000001,-0.06516666666666665
169,Fabinho,M,6,-0.09016666666666666,-0.02345000000000001,-0.06671666666666665
176,Tim Ream,D,6,-0.09665000000000001,-0.02723333333333333,-0.06941666666666668
93,Mohamed Salah,F,6,-0.06405,0.0056666666666666905,-0.06971666666666669
94,Alexandre Lacazette,F,6,-0.06573333333333332,0.0056666666666666905,-0.07140000000000002
178,Willy Boly,D,6,-0.09895,-0.02723333333333333,-0.07171666666666666
175,Leander Dendoncker,M,6,-0.09586666666666666,-0.02345000000000001,-0.07241666666666664
174,Kai Havertz,M,6,-0.09641666666666669,-0.02345000000000001,-0.07296666666666668
179,Matt Targett,D,6,-0.10254999999999999,-0.02723333333333333,-0.07531666666666666
181,Fabian Schar,D,6,-0.10391666666666666,-0.02723333333333333,-0.07668333333333333
180,Ezri Konsa Ngoyo,D,6,-0.10426666666666666,-0.02723333333333333,-0.07703333333333333
183,Federico Fernandez,D,6,-0.10543333333333332,-0.02723333333333333,-0.07819999999999999
177,Youri Tielemans,M,6,-0.10248333333333332,-0.02345000000000001,-0.0790333333333333
106,Pierre-Emerick Aubameyang,F,6,-0.07606666666666667,0.0056666666666666905,-0.08173333333333337
184,Ben Godfrey,M,6,-0.11268333333333334,-0.02345000000000001,-0.08923333333333333
185,Granit Xhaka,M,6,-0.11995,-0.02345000000000001,-0.09649999999999999
123,Ashley Barnes,F,6,-0.09186666666666667,0.0056666666666666905,-0.09753333333333336
132,Marcus Rashford,F,6,-0.09953333333333335,0.0056666666666666905,-0.10520000000000004
131,Raheem Sterling,F,6,-0.10023333333333334,0.0056666666666666905,-0.10590000000000004
133,Neal Maupay,F,6,-0.10068333333333333,0.0056666666666666905,-0.10635000000000003
186,Tyrone Mings,D,6,-0.14878333333333335,-0.02723333333333333,-0.12155000000000002
163,Timo Werner,F,6,-0.12551666666666667,0.0056666666666666905,-0.13118333333333335
187,Jake Livermore,M,6,-0.1731666666666667,-0.02345000000000001,-0.1497166666666667
182,Dominic Calvert-Lewin,F,6,-0.14863333333333334,0.0056666666666666905,-0.15430000000000002
188,Lucas Digne,D,6,-0.20538333333333333,-0.02723333333333333,-0.17815
0,Jack Grealish,M,7,0.2519,-0.06806666666666666,0.3199666666666667
2,James Ward-Prowse,M,7,0.22371666666666665,-0.06806666666666666,0.2917833333333333
1,Jamie Vardy,F,7,0.21283333333333335,-0.07098333333333333,0.28381666666666666
3,Kyle Walker,D,7,0.17220000000000002,-0.06815,0.24035
4,Youri Tielemans,M,7,0.14751666666666666,-0.06806666666666666,0.21558333333333332
9,Joao Cancelo,D,7,0.12888333333333335,-0.06815,0.19703333333333334
11,Ola Aina,D,7,0.12838333333333332,-0.06815,0.19653333333333334
10,Rayan Ait-Nouri,D,7,0.12828333333333333,-0.06815,0.19643333333333335
7,Mason Mount,M,7,0.12538333333333337,-0.06806666666666666,0.19345000000000004
8,Hakim Ziyech,M,7,0.12384999999999997,-0.06806666666666666,0.19191666666666662
13,Hector Bellerin,D,7,0.12308333333333336,-0.06815,0.19123333333333337
5,Ollie Watkins,F,7,0.11736666666666666,-0.07098333333333333,0.18835
15,Kurt Zouma,D,7,0.11493333333333333,-0.06815,0.18308333333333332
6,Dominic Calvert-Lewin,F,7,0.11118333333333334,-0.07098333333333333,0.18216666666666667
16,Nelson Semedo,D,7,0.10916666666666668,-0.06815,0.17731666666666668
12,Callum Wilson,F,7,0.09901666666666664,-0.07098333333333333,0.16999999999999998
14,Pedro Neto,F,7,0.09461666666666664,-0.07098333333333333,0.16559999999999997
18,Daniel Podence,M,7,0.08420000000000001,-0.06806666666666666,0.15226666666666666
17,Kevin De Bruyne,M,7,0.0827,-0.06806666666666666,0.15076666666666666
19,Douglas Luiz,M,7,0.08084999999999998,-0.06806666666666666,0.14891666666666664
24,Tariq Lamptey,D,7,0.0709,-0.06815,0.13905
20,Timo Werner,F,7,0.06481666666666668,-0.07098333333333333,0.1358
21,Aleksandar Mitrovic,F,7,0.059666666666666646,-0.07098333333333333,0.13065
23,Jack Harrison,M,7,0.06016666666666667,-0.06806666666666666,0.12823333333333334
25,Harvey Barnes,M,7,0.058550000000000026,-0.06806666666666666,0.12661666666666668
27,Willy Boly,D,7,0.05520000000000003,-0.06815,0.12335000000000003
26,Antonee Robinson,D,7,0.054933333333333355,-0.06815,0.12308333333333335
22,Danny Ings,F,7,0.05051666666666669,-0.07098333333333333,0.12150000000000002
28,Thiago Silva,D,7,0.05278333333333333,-0.06815,0.12093333333333334
32,Aymeric Laporte,D,7,0.041183333333333315,-0.06815,0.10933333333333331
36,Jannik Vestergaard,D,7,0.04039999999999999,-0.06815,0.10855
30,Pascal Gross,M,7,0.03966666666666666,-0.06806666666666666,0.10773333333333332
29,Pablo Fornals,M,7,0.039,-0.06806666666666666,0.10706666666666667
41,Gabriel Magalhaes,D,7,0.02983333333333334,-0.06815,0.09798333333333334
40,Tyrone Mings,D,7,0.029816666666666675,-0.06815,0.09796666666666667
34,Andros Townsend,M,7,0.029750000000000016,-0.06806666666666666,0.09781666666666668
31,Mohamed Salah,F,7,0.022016666666666646,-0.07098333333333333,0.09299999999999997
45,Joachim Andersen,D,7,0.020449999999999968,-0.06815,0.08859999999999997
39,Ruben Neves,M,7,0.01959999999999999,-0.06806666666666666,0.08766666666666666
33,Sadio Mane,F,7,0.014933333333333354,-0.07098333333333333,0.08591666666666668
35,Che Adams,F,7,0.014883333333333323,-0.07098333333333333,0.08586666666666665
47,Conor Coady,D,7,0.013416666666666669,-0.06815,0.08156666666666668
42,Thomas Partey,M,7,0.013133333333333367,-0.06806666666666666,0.08120000000000004
38,Pierre-Emerick Aubameyang,F,7,0.009733333333333335,-0.07098333333333333,0.08071666666666666
37,Harry Kane,F,7,0.009433333333333368,-0.07098333333333333,0.08041666666666669
44,Andre-Frank Zambo Anguissa,M,7,0.011966666666666681,-0.06806666666666666,0.08003333333333335
43,Bobby De Cordova-Reid,F,7,0.004350000000000002,-0.07098333333333333,0.07533333333333334
50,Kieran Tierney,D,7,0.007099999999999995,-0.06815,0.07525
49,Reece James,D,7,0.005683333333333336,-0.06815,0.07383333333333333
48,Ross Barkley,M,7,0.00028333333333330213,-0.06806666666666666,0.06834999999999997
46,Tammy Abraham,F,7,-0.0037333333333333476,-0.07098333333333333,0.06724999999999998
54,Sergio Reguilon,D,7,-0.0033833333333333306,-0.06815,0.06476666666666667
53,Harry Maguire,D,7,-0.0033833333333333493,-0.06815,0.06476666666666665
55,Tosin Adarabioyo,D,7,-0.003883333333333313,-0.06815,0.0642666666666667
57,Luke Shaw,D,7,-0.006233333333333313,-0.06815,0.06191666666666669
58,Nathaniel Phillips,D,7,-0.006733333333333351,-0.06815,0.061416666666666654
56,Ben Chilwell,D,7,-0.007366666666666688,-0.06815,0.060783333333333314
51,Gylfi Sigurdsson,M,7,-0.01153333333333334,-0.06806666666666666,0.056533333333333324
61,Maximilian Kilman,D,7,-0.01188333333333332,-0.06815,0.05626666666666668
65,Ruben Dias,D,7,-0.01570000000000001,-0.06815,0.05245
60,Tom Cairney,M,7,-0.01915,-0.06806666666666666,0.048916666666666664
59,N'Golo Kante,M,7,-0.019950000000000006,-0.06806666666666666,0.048116666666666655
62,Leander Dendoncker,M,7,-0.02209999999999999,-0.06806666666666666,0.04596666666666667
71,Matt Doherty,D,7,-0.023283333333333323,-0.06815,0.04486666666666668
72,Ben White,D,7,-0.024833333333333336,-0.06815,0.04331666666666667
67,Sander Berge,M,7,-0.02611666666666666,-0.06806666666666666,0.04195
66,Theo Walcott,M,7,-0.02701666666666667,-0.06806666666666666,0.04104999999999999
52,Raul Jimenez,F,7,-0.029950000000000015,-0.07098333333333333,0.04103333333333331
64,Kai Havertz,M,7,-0.029316666666666675,-0.06806666666666666,0.03874999999999999
68,Solly March,M,7,-0.03053333333333334,-0.06806666666666666,0.03753333333333332
70,Stuart Armstrong,M,7,-0.03195,-0.06806666666666666,0.036116666666666665
84,Jamal Lewis,D,7,-0.03228333333333333,-0.06815,0.03586666666666667
82,Aaron Cresswell,D,7,-0.03306666666666667,-0.06815,0.035083333333333334
79,Rob Holding,D,7,-0.034150000000000014,-0.06815,0.03399999999999999
83,Matt Targett,D,7,-0.03540000000000001,-0.06815,0.032749999999999994
63,Riyad Mahrez,F,7,-0.03918333333333333,-0.07098333333333333,0.0318
69,Ademola Lookman,F,7,-0.04228333333333334,-0.07098333333333333,0.02869999999999999
91,Adam Webster,D,7,-0.040016666666666666,-0.06815,0.028133333333333337
75,Rodrigo,M,7,-0.040666666666666684,-0.06806666666666666,0.02739999999999998
94,Arthur Masuaku,D,7,-0.041566666666666675,-0.06815,0.026583333333333327
81,Marc Albrighton,M,7,-0.04175000000000001,-0.06806666666666666,0.026316666666666655
76,Sean Longstaff,M,7,-0.04186666666666666,-0.06806666666666666,0.0262
97,Federico Fernandez,D,7,-0.042333333333333334,-0.06815,0.02581666666666667
90,Luke Thomas,D,7,-0.04241666666666666,-0.06815,0.025733333333333344
80,Josh Brownhill,M,7,-0.044366666666666665,-0.06806666666666666,0.0237
74,Patrick Bamford,F,7,-0.04780000000000001,-0.07098333333333333,0.02318333333333332
95,Wesley Fofana,D,7,-0.045433333333333346,-0.06815,0.022716666666666656
73,Raheem Sterling,F,7,-0.05056666666666667,-0.07098333333333333,0.02041666666666666
86,Tomas Soucek,M,7,-0.048216666666666665,-0.06806666666666666,0.01985
77,Bukayo Saka,M,7,-0.04829999999999999,-0.06806666666666666,0.019766666666666675
101,Trent Alexander-Arnold,D,7,-0.04861666666666666,-0.06815,0.01953333333333334
88,Allan,M,7,-0.048916666666666664,-0.06806666666666666,0.01915
89,Scott McTominay,M,7,-0.049683333333333336,-0.06806666666666666,0.018383333333333328
87,Grady Diangana,M,7,-0.05131666666666668,-0.06806666666666666,0.016749999999999987
78,Ferran Torres,F,7,-0.054333333333333324,-0.07098333333333333,0.016650000000000005
96,Oriol Romeu,M,7,-0.05431666666666666,-0.06806666666666666,0.013750000000000005
103,Darnell Furlong,D,7,-0.05456666666666667,-0.06815,0.01358333333333333
106,George Baldock,D,7,-0.05561666666666665,-0.06815,0.012533333333333355
93,Bernardo Silva,M,7,-0.055533333333333344,-0.06806666666666666,0.01253333333333332
99,Miguel Almiron,M,7,-0.05848333333333333,-0.06806666666666666,0.009583333333333333
85,Alexandre Lacazette,F,7,-0.061983333333333335,-0.07098333333333333,0.008999999999999994
98,Allan Saint-Maximin,M,7,-0.06086666666666668,-0.06806666666666666,0.007199999999999984
100,Jairo Riedewald,M,7,-0.06183333333333333,-0.06806666666666666,0.006233333333333334
92,Son Heung-Min,F,7,-0.06740000000000002,-0.07098333333333333,0.0035833333333333134
102,Mateusz Klich,M,7,-0.06493333333333333,-0.06806666666666666,0.003133333333333335
118,Christian Fuchs,D,7,-0.06691666666666667,-0.06815,0.0012333333333333363
105,Filip Krovinovic,M,7,-0.06713333333333334,-0.06806666666666666,0.0009333333333333277
104,Mohamed Elneny,M,7,-0.06715,-0.06806666666666666,0.0009166666666666629
117,Ethan Ampadu,D,7,-0.06805,-0.06815,0.00010000000000000286
110,Dennis Praet,M,7,-0.07075,-0.06806666666666666,-0.0026833333333333292
114,Abdoulaye Doucoure,M,7,-0.0719,-0.06806666666666666,-0.0038333333333333414
112,Fabian Delph,M,7,-0.07228333333333332,-0.06806666666666666,-0.00421666666666666
108,Pierre-Emile Hojbjerg,M,7,-0.07383333333333332,-0.06806666666666666,-0.005766666666666656
125,Semi Ajayi,D,7,-0.07468333333333332,-0.06815,-0.0065333333333333216
129,John Egan,D,7,-0.07489999999999998,-0.06815,-0.006749999999999978
123,Enda Stevens,D,7,-0.07525,-0.06815,-0.007099999999999995
113,Stuart Dallas,M,7,-0.07655,-0.06806666666666666,-0.008483333333333343
115,Georginio Wijnaldum,M,7,-0.07665,-0.06806666666666666,-0.008583333333333332
122,Joseph Gomez,D,7,-0.07681666666666669,-0.06815,-0.008666666666666684
124,Victor Lindelof,D,7,-0.07695000000000002,-0.06815,-0.008800000000000016
116,Curtis Jones,M,7,-0.07783333333333332,-0.06806666666666666,-0.00976666666666666
111,Rhian Brewster,F,7,-0.08248333333333334,-0.07098333333333333,-0.01150000000000001
119,Bruno Fernandes,M,7,-0.08031666666666666,-0.06806666666666666,-0.012249999999999997
107,Helder Costa,F,7,-0.08368333333333335,-0.07098333333333333,-0.012700000000000017
109,Oliver McBurnie,F,7,-0.08426666666666666,-0.07098333333333333,-0.013283333333333328
138,Nathaniel Clyne,D,7,-0.08145000000000001,-0.06815,-0.013300000000000006
121,Conor Gallagher,M,7,-0.08153333333333333,-0.06806666666666666,-0.013466666666666668
